file,utterance,speaker,context,context_speakers,show,label,instruction,narrowband_spec_path,augmentation
1_1973.wav,I hope I'm a waitress at the Cheesecake Factory for my whole life.,PENNY,"['Ask me why.' 'Do I have to?'
 ""Of course. That's how you move a conversation forward."" 'Why?'
 'The learning opportunities would be abundant.'
 'Additionally, I like having my belly scratched.']",['SHELDON' 'LEONARD' 'SHELDON' 'LEONARD' 'SHELDON' 'SHELDON'],BBT,True,Identify the presence of sarcastic or ironic expressions in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_1973_fast.jpeg,fast
1_1973.wav,I hope I'm a waitress at the Cheesecake Factory for my whole life.,PENNY,"['Ask me why.' 'Do I have to?'
 ""Of course. That's how you move a conversation forward."" 'Why?'
 'The learning opportunities would be abundant.'
 'Additionally, I like having my belly scratched.']",['SHELDON' 'LEONARD' 'SHELDON' 'LEONARD' 'SHELDON' 'SHELDON'],BBT,True,Identify the presence of sarcastic or ironic expressions in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_1973_slow.jpeg,slow
1_1973.wav,I hope I'm a waitress at the Cheesecake Factory for my whole life.,PENNY,"['Ask me why.' 'Do I have to?'
 ""Of course. That's how you move a conversation forward."" 'Why?'
 'The learning opportunities would be abundant.'
 'Additionally, I like having my belly scratched.']",['SHELDON' 'LEONARD' 'SHELDON' 'LEONARD' 'SHELDON' 'SHELDON'],BBT,True,Identify the presence of sarcastic or ironic expressions in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_1973_loud.jpeg,loud
1_1973.wav,I hope I'm a waitress at the Cheesecake Factory for my whole life.,PENNY,"['Ask me why.' 'Do I have to?'
 ""Of course. That's how you move a conversation forward."" 'Why?'
 'The learning opportunities would be abundant.'
 'Additionally, I like having my belly scratched.']",['SHELDON' 'LEONARD' 'SHELDON' 'LEONARD' 'SHELDON' 'SHELDON'],BBT,True,Identify the presence of sarcastic or ironic expressions in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_1973_quiet.jpeg,quiet
1_2423.wav,Provided he has already read and is familiar with the reestablishment of the DC multiverse.,SHELDON,"[""Everybody's staring at me.""
 ""Don't worry, they're more scared of you than you are of them.""
 'Unlikely.' 'Here, what about this one for my nephew?' 'A superb choice.'
 'Oh, great.']",['PENNY' 'LEONARD' 'PENNY' 'PENNY' 'SHELDON' 'PENNY'],BBT,False,Recognize when sarcasm or irony is conveyed through the spoken message. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_2423_orig.jpeg,orig
1_2423.wav,Provided he has already read and is familiar with the reestablishment of the DC multiverse.,SHELDON,"[""Everybody's staring at me.""
 ""Don't worry, they're more scared of you than you are of them.""
 'Unlikely.' 'Here, what about this one for my nephew?' 'A superb choice.'
 'Oh, great.']",['PENNY' 'LEONARD' 'PENNY' 'PENNY' 'SHELDON' 'PENNY'],BBT,False,Recognize when sarcasm or irony is conveyed through the spoken message. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_2423_fast.jpeg,fast
1_2423.wav,Provided he has already read and is familiar with the reestablishment of the DC multiverse.,SHELDON,"[""Everybody's staring at me.""
 ""Don't worry, they're more scared of you than you are of them.""
 'Unlikely.' 'Here, what about this one for my nephew?' 'A superb choice.'
 'Oh, great.']",['PENNY' 'LEONARD' 'PENNY' 'PENNY' 'SHELDON' 'PENNY'],BBT,False,Recognize when sarcasm or irony is conveyed through the spoken message. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_2423_slow.jpeg,slow
1_2423.wav,Provided he has already read and is familiar with the reestablishment of the DC multiverse.,SHELDON,"[""Everybody's staring at me.""
 ""Don't worry, they're more scared of you than you are of them.""
 'Unlikely.' 'Here, what about this one for my nephew?' 'A superb choice.'
 'Oh, great.']",['PENNY' 'LEONARD' 'PENNY' 'PENNY' 'SHELDON' 'PENNY'],BBT,False,Recognize when sarcasm or irony is conveyed through the spoken message. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_2423_loud.jpeg,loud
1_2423.wav,Provided he has already read and is familiar with the reestablishment of the DC multiverse.,SHELDON,"[""Everybody's staring at me.""
 ""Don't worry, they're more scared of you than you are of them.""
 'Unlikely.' 'Here, what about this one for my nephew?' 'A superb choice.'
 'Oh, great.']",['PENNY' 'LEONARD' 'PENNY' 'PENNY' 'SHELDON' 'PENNY'],BBT,False,Recognize when sarcasm or irony is conveyed through the spoken message. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_2423_quiet.jpeg,quiet
1_3177.wav,"Not a great movie, but look at that beautiful desert.",RAJ,"['We did it. We have the west coast feed of hbo.' 'Ooh,real sex.'
 ""Big deal. Every time I watch that show, it's old women putting condoms on cucumbers.""
 ""All right,let's see what's on the east coast feed."" 'Dune.']",['RAJ' 'HOWARD' 'RAJ' 'LEONARD' 'RAJ'],BBT,False,Recognize when sarcasm or irony is employed in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_3177_orig.jpeg,orig
1_3177.wav,"Not a great movie, but look at that beautiful desert.",RAJ,"['We did it. We have the west coast feed of hbo.' 'Ooh,real sex.'
 ""Big deal. Every time I watch that show, it's old women putting condoms on cucumbers.""
 ""All right,let's see what's on the east coast feed."" 'Dune.']",['RAJ' 'HOWARD' 'RAJ' 'LEONARD' 'RAJ'],BBT,False,Recognize when sarcasm or irony is employed in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_3177_fast.jpeg,fast
1_3177.wav,"Not a great movie, but look at that beautiful desert.",RAJ,"['We did it. We have the west coast feed of hbo.' 'Ooh,real sex.'
 ""Big deal. Every time I watch that show, it's old women putting condoms on cucumbers.""
 ""All right,let's see what's on the east coast feed."" 'Dune.']",['RAJ' 'HOWARD' 'RAJ' 'LEONARD' 'RAJ'],BBT,False,Recognize when sarcasm or irony is employed in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_3177_slow.jpeg,slow
1_3177.wav,"Not a great movie, but look at that beautiful desert.",RAJ,"['We did it. We have the west coast feed of hbo.' 'Ooh,real sex.'
 ""Big deal. Every time I watch that show, it's old women putting condoms on cucumbers.""
 ""All right,let's see what's on the east coast feed."" 'Dune.']",['RAJ' 'HOWARD' 'RAJ' 'LEONARD' 'RAJ'],BBT,False,Recognize when sarcasm or irony is employed in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_3177_loud.jpeg,loud
1_3177.wav,"Not a great movie, but look at that beautiful desert.",RAJ,"['We did it. We have the west coast feed of hbo.' 'Ooh,real sex.'
 ""Big deal. Every time I watch that show, it's old women putting condoms on cucumbers.""
 ""All right,let's see what's on the east coast feed."" 'Dune.']",['RAJ' 'HOWARD' 'RAJ' 'LEONARD' 'RAJ'],BBT,False,Recognize when sarcasm or irony is employed in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_3177_quiet.jpeg,quiet
1_4286.wav,"All right, all right. He can buy his own desk.",SHELDON,"['and a super executive ant farm with glow-in-the-dark sand?'
 '- What if he buys his own desk?' 'Yeah, what if I buy my own desk?'
 ""- That's ridiculous."" '- Why?' 'Because…' 'Yes?' ""It's my office.""]",['SHELDON' 'HOWARD' 'RAJ' 'SHELDON' 'RAJ' 'SHELDON' 'RAJ' 'SHELDON'],BBT,False,Recognize when sarcasm or irony is employed in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4286_orig.jpeg,orig
1_4286.wav,"All right, all right. He can buy his own desk.",SHELDON,"['and a super executive ant farm with glow-in-the-dark sand?'
 '- What if he buys his own desk?' 'Yeah, what if I buy my own desk?'
 ""- That's ridiculous."" '- Why?' 'Because…' 'Yes?' ""It's my office.""]",['SHELDON' 'HOWARD' 'RAJ' 'SHELDON' 'RAJ' 'SHELDON' 'RAJ' 'SHELDON'],BBT,False,Recognize when sarcasm or irony is employed in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4286_fast.jpeg,fast
1_4286.wav,"All right, all right. He can buy his own desk.",SHELDON,"['and a super executive ant farm with glow-in-the-dark sand?'
 '- What if he buys his own desk?' 'Yeah, what if I buy my own desk?'
 ""- That's ridiculous."" '- Why?' 'Because…' 'Yes?' ""It's my office.""]",['SHELDON' 'HOWARD' 'RAJ' 'SHELDON' 'RAJ' 'SHELDON' 'RAJ' 'SHELDON'],BBT,False,Recognize when sarcasm or irony is employed in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4286_slow.jpeg,slow
1_4286.wav,"All right, all right. He can buy his own desk.",SHELDON,"['and a super executive ant farm with glow-in-the-dark sand?'
 '- What if he buys his own desk?' 'Yeah, what if I buy my own desk?'
 ""- That's ridiculous."" '- Why?' 'Because…' 'Yes?' ""It's my office.""]",['SHELDON' 'HOWARD' 'RAJ' 'SHELDON' 'RAJ' 'SHELDON' 'RAJ' 'SHELDON'],BBT,False,Recognize when sarcasm or irony is employed in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4286_loud.jpeg,loud
1_4286.wav,"All right, all right. He can buy his own desk.",SHELDON,"['and a super executive ant farm with glow-in-the-dark sand?'
 '- What if he buys his own desk?' 'Yeah, what if I buy my own desk?'
 ""- That's ridiculous."" '- Why?' 'Because…' 'Yes?' ""It's my office.""]",['SHELDON' 'HOWARD' 'RAJ' 'SHELDON' 'RAJ' 'SHELDON' 'RAJ' 'SHELDON'],BBT,False,Recognize when sarcasm or irony is employed in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4286_quiet.jpeg,quiet
1_4639.wav,"Well, I'm just glad you finally found yourself a keeper.",PERSON,"[""and pump it into his mom's Camry.""
 ""Yeah, that's great. It's a funny story. Moving on.""
 'And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics.'
 'What was his name, sweetheart?'
 ""Curtis, and I'm pretty sure he was joking.""
 ""I don't know. That petition looked real to me.""
 'Yeah, okay, I think this ends the ex-boyfriend portion of our evening.']",['PERSON' 'PENNY' 'PERSON' 'PERSON' 'PENNY' 'PERSON' 'PENNY'],BBT,False,Recognize sarcasm or irony in the spoken words. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4639_orig.jpeg,orig
1_4639.wav,"Well, I'm just glad you finally found yourself a keeper.",PERSON,"[""and pump it into his mom's Camry.""
 ""Yeah, that's great. It's a funny story. Moving on.""
 'And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics.'
 'What was his name, sweetheart?'
 ""Curtis, and I'm pretty sure he was joking.""
 ""I don't know. That petition looked real to me.""
 'Yeah, okay, I think this ends the ex-boyfriend portion of our evening.']",['PERSON' 'PENNY' 'PERSON' 'PERSON' 'PENNY' 'PERSON' 'PENNY'],BBT,False,Recognize sarcasm or irony in the spoken words. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4639_fast.jpeg,fast
1_4639.wav,"Well, I'm just glad you finally found yourself a keeper.",PERSON,"[""and pump it into his mom's Camry.""
 ""Yeah, that's great. It's a funny story. Moving on.""
 'And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics.'
 'What was his name, sweetheart?'
 ""Curtis, and I'm pretty sure he was joking.""
 ""I don't know. That petition looked real to me.""
 'Yeah, okay, I think this ends the ex-boyfriend portion of our evening.']",['PERSON' 'PENNY' 'PERSON' 'PERSON' 'PENNY' 'PERSON' 'PENNY'],BBT,False,Recognize sarcasm or irony in the spoken words. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4639_slow.jpeg,slow
1_4639.wav,"Well, I'm just glad you finally found yourself a keeper.",PERSON,"[""and pump it into his mom's Camry.""
 ""Yeah, that's great. It's a funny story. Moving on.""
 'And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics.'
 'What was his name, sweetheart?'
 ""Curtis, and I'm pretty sure he was joking.""
 ""I don't know. That petition looked real to me.""
 'Yeah, okay, I think this ends the ex-boyfriend portion of our evening.']",['PERSON' 'PENNY' 'PERSON' 'PERSON' 'PENNY' 'PERSON' 'PENNY'],BBT,False,Recognize sarcasm or irony in the spoken words. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4639_loud.jpeg,loud
1_4639.wav,"Well, I'm just glad you finally found yourself a keeper.",PERSON,"[""and pump it into his mom's Camry.""
 ""Yeah, that's great. It's a funny story. Moving on.""
 'And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics.'
 'What was his name, sweetheart?'
 ""Curtis, and I'm pretty sure he was joking.""
 ""I don't know. That petition looked real to me.""
 'Yeah, okay, I think this ends the ex-boyfriend portion of our evening.']",['PERSON' 'PENNY' 'PERSON' 'PERSON' 'PENNY' 'PERSON' 'PENNY'],BBT,False,Recognize sarcasm or irony in the spoken words. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4639_quiet.jpeg,quiet
1_4995.wav,"Hey, you taught me something. Who would have thought it?",SHELDON,"[""Why not? It seems like you're improvising your entire curriculum.""
 'This is all about listening and responding.' 'Gotcha.'
 ""I'm going to create a character and a situation, and you just jump in when you feel it.""
 'All right.' 'All right.' 'Action.'
 'Okay, it\'s not a movie. It\'s improv. So no one calls ""action.""']",['SHELDON' 'PENNY' 'SHELDON' 'PENNY' 'SHELDON' 'PENNY' 'SHELDON' 'PENNY'],BBT,True,Detect if there are sarcastic or ironic undertones in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4995_orig.jpeg,orig
1_4995.wav,"Hey, you taught me something. Who would have thought it?",SHELDON,"[""Why not? It seems like you're improvising your entire curriculum.""
 'This is all about listening and responding.' 'Gotcha.'
 ""I'm going to create a character and a situation, and you just jump in when you feel it.""
 'All right.' 'All right.' 'Action.'
 'Okay, it\'s not a movie. It\'s improv. So no one calls ""action.""']",['SHELDON' 'PENNY' 'SHELDON' 'PENNY' 'SHELDON' 'PENNY' 'SHELDON' 'PENNY'],BBT,True,Detect if there are sarcastic or ironic undertones in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4995_fast.jpeg,fast
1_4995.wav,"Hey, you taught me something. Who would have thought it?",SHELDON,"[""Why not? It seems like you're improvising your entire curriculum.""
 'This is all about listening and responding.' 'Gotcha.'
 ""I'm going to create a character and a situation, and you just jump in when you feel it.""
 'All right.' 'All right.' 'Action.'
 'Okay, it\'s not a movie. It\'s improv. So no one calls ""action.""']",['SHELDON' 'PENNY' 'SHELDON' 'PENNY' 'SHELDON' 'PENNY' 'SHELDON' 'PENNY'],BBT,True,Detect if there are sarcastic or ironic undertones in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4995_slow.jpeg,slow
1_4995.wav,"Hey, you taught me something. Who would have thought it?",SHELDON,"[""Why not? It seems like you're improvising your entire curriculum.""
 'This is all about listening and responding.' 'Gotcha.'
 ""I'm going to create a character and a situation, and you just jump in when you feel it.""
 'All right.' 'All right.' 'Action.'
 'Okay, it\'s not a movie. It\'s improv. So no one calls ""action.""']",['SHELDON' 'PENNY' 'SHELDON' 'PENNY' 'SHELDON' 'PENNY' 'SHELDON' 'PENNY'],BBT,True,Detect if there are sarcastic or ironic undertones in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4995_loud.jpeg,loud
1_4995.wav,"Hey, you taught me something. Who would have thought it?",SHELDON,"[""Why not? It seems like you're improvising your entire curriculum.""
 'This is all about listening and responding.' 'Gotcha.'
 ""I'm going to create a character and a situation, and you just jump in when you feel it.""
 'All right.' 'All right.' 'Action.'
 'Okay, it\'s not a movie. It\'s improv. So no one calls ""action.""']",['SHELDON' 'PENNY' 'SHELDON' 'PENNY' 'SHELDON' 'PENNY' 'SHELDON' 'PENNY'],BBT,True,Detect if there are sarcastic or ironic undertones in the speech. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_4995_quiet.jpeg,quiet
1_5571.wav,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",SHELDON,"['The backwash into this glass is every pathogen that calls your mouth home, sweet home.'
 'Not to mention the visitors who arrive on the dancing tongue of your subtropical girlfriend.'
 ""Hey! That's my sister and my country you're talking about.""
 ""Leonard may have defiled one, but I won't have you talking smack about the other.""
 'You guys ready to order?']",['SHELDON' 'SHELDON' 'RAJ' 'RAJ' 'BERNADETTE'],BBT,True,Detect the use of sarcasm or irony in the verbal communication. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_5571_orig.jpeg,orig
1_5571.wav,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",SHELDON,"['The backwash into this glass is every pathogen that calls your mouth home, sweet home.'
 'Not to mention the visitors who arrive on the dancing tongue of your subtropical girlfriend.'
 ""Hey! That's my sister and my country you're talking about.""
 ""Leonard may have defiled one, but I won't have you talking smack about the other.""
 'You guys ready to order?']",['SHELDON' 'SHELDON' 'RAJ' 'RAJ' 'BERNADETTE'],BBT,True,Detect the use of sarcasm or irony in the verbal communication. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_5571_fast.jpeg,fast
1_5571.wav,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",SHELDON,"['The backwash into this glass is every pathogen that calls your mouth home, sweet home.'
 'Not to mention the visitors who arrive on the dancing tongue of your subtropical girlfriend.'
 ""Hey! That's my sister and my country you're talking about.""
 ""Leonard may have defiled one, but I won't have you talking smack about the other.""
 'You guys ready to order?']",['SHELDON' 'SHELDON' 'RAJ' 'RAJ' 'BERNADETTE'],BBT,True,Detect the use of sarcasm or irony in the verbal communication. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_5571_slow.jpeg,slow
1_5571.wav,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",SHELDON,"['The backwash into this glass is every pathogen that calls your mouth home, sweet home.'
 'Not to mention the visitors who arrive on the dancing tongue of your subtropical girlfriend.'
 ""Hey! That's my sister and my country you're talking about.""
 ""Leonard may have defiled one, but I won't have you talking smack about the other.""
 'You guys ready to order?']",['SHELDON' 'SHELDON' 'RAJ' 'RAJ' 'BERNADETTE'],BBT,True,Detect the use of sarcasm or irony in the verbal communication. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_5571_loud.jpeg,loud
1_5571.wav,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",SHELDON,"['The backwash into this glass is every pathogen that calls your mouth home, sweet home.'
 'Not to mention the visitors who arrive on the dancing tongue of your subtropical girlfriend.'
 ""Hey! That's my sister and my country you're talking about.""
 ""Leonard may have defiled one, but I won't have you talking smack about the other.""
 'You guys ready to order?']",['SHELDON' 'SHELDON' 'RAJ' 'RAJ' 'BERNADETTE'],BBT,True,Detect the use of sarcasm or irony in the verbal communication. The answer could be true or false.,out_narrowband_librosa\narrowband_test\1_5571_quiet.jpeg,quiet
